"id","city","job_title","job_category1","job_category2","job_category3","job_industry1","job_industry2","job_industry3","salary_minimum","salary_maximum","num_vacancies","career_level","experience_years","post_date","views","job_description","job_requirements","payment_period","currency"
"9c68e306","cairo","ERP IT Manager","IT_Software Development","Select","Select","Medical Devices and Supplies","Select","Select","10000","12000","1","Manager","3-5","2014-01-05 15:01:10","1933","<strong>Job Description:</strong><br /><br />
<ul>
<li>
<div><span style=""font-family: Times New Roman;""><span style=""font-size: small;"">Coordinates with the project plan, project management, and project management office to ensure that all the ERP technology deliverables are successfully delivered on schedule.</span></span></div>
</li>
<li>
<div><span style=""font-family: Times New Roman;""><span style=""font-size: small;"">Collaborates with ERP Business Team leaders and ERP IT leaders in implementation and support of ERP systems.&nbsp; </span></span></div>
</li>
<li>
<div><span style=""font-family: Times New Roman;""><span style=""font-size: small;"">Collaborates with AHS-IS (non-ERP) technology leaders in design, configuration, implementation and technical support of ERP systems hardware, databases, and infrastructure.</span></span></div>
</li>
<li>
<div><span style=""font-family: Times New Roman;""><span style=""font-size: small;"">Collaborates with technology teams in support of end-user devices, handhelds, time clocks, and mobile technologies. </span></span></div>
</li>
<li>
<div><span style=""font-family: Times New Roman;""><span style=""font-size: small;"">Coordinates with Customer Service organizations across the enterprise to ensure ERP technical issues are resolved in a timely and complete manner.&nbsp; </span></span></div>
</li>
<li>
<div><span style=""font-family: Times New Roman;""><span style=""font-size: small;"">Coordinates with business intelligence and reporting teams.&nbsp; Advises on technology supporting reporting, business intelligence, and analytics tools.&nbsp; </span></span></div>
</li>
</ul>
<br /><strong><strong>Requirements:<br /><br /></strong></strong>
<ul>
<li><span style=""font-family: Times New Roman; font-size: small;"">Requires minimum of 3 years&rsquo; experience of successful and effective technical application systems leadership.&nbsp; </span></li>
<li><span style=""font-family: Times New Roman; font-size: small;"">Understanding of industry security requirements and technologies.</span></li>
<li><span style=""font-family: Times New Roman; font-size: small;"">Strong experience in leading onshore and offshore teams through major ERP Implmentation.<br /></span></li>
</ul>","NULL","Per Month","Egyptian Pound"
"573430a3","cairo","Quality Assurance & Process Improvement Specialist","IT_Software Development","Quality Assurance/Quality Control","Engineering","Information Technology Services","Select","Select","6000","9000","1","Experienced (Non-Manager)","5-7","2014-01-05 15:01:52","2223","The ideal candidate will be responsible for scheduling Quality Assurance audits based on project schedules. <br /><br />
<ul>
<li>Conducting scheduled audits on running projects with Project Leader to ensure their compliance with ITWorx processes, templates, and standards, Resolving and monitoring project non-compliance.</li>
<li>Developing QA project documents and working on enhancement of QA activities, Creating, maintaining, and updating QA templates, when needed to support growth and maturity of QA function.</li>
<li>Reviewing ITWorx Technical Processes following CMMI v1.3. Supervising Junior &amp; Senior QA_PI engineers.</li>
<li>Training and mentoring new QA_PI Engineers.</li>
<li>Conducting Process Orientation sessions to team members on ITWorx processes.</li>
<li>Regarding the PI activities, he/she is responsible for performing process improvement activities and supporting end user to implement the defined processes.</li>
<li>Assisting the QA_PI Manager in planning &amp; following up of various Quality Assurance &amp; Process Improvements tasks &amp; activities.</li>
</ul>","NULL","Per Month","Egyptian Pound"
"4a31001b","cairo","Lead Software Engineer","IT_Software Development","Engineering","Select","Information Technology Services","Select","Select","6000","9000","1","Experienced (Non-Manager)","5-7","2014-01-05 15:01:58","1173","<ul>
<li>The ideal candidate will create and document detail designs that meet the product requirements.</li>
<li>Implement the design and review designs and implementation with the team and customers for acceptance early in the development process.</li>
<li>Ensure that all designs and implementations confirm to both functional and technical design specifications, have highest quality, are well documented and maximize performance, availability and serviceability.</li>
<li>The Lead Software Engineer will also develop and execute tests that prove that their design and implementation meets the system requirements and to ensure robustness and highest quality, review and test code of software engineers.</li>
<li>This responsibility will extend to providing technical and career development coaching and mentorship to Software Engineers and Senior Software Engineers.</li>
</ul>","NULL","Per Month","Egyptian Pound"
"816dd3be","alexandria","Technical Writer","Editorial_Writing","IT/Software Development","Select","Information Technology Services","Select","Select","1000","3000","1","Entry Level","1-3","2014-01-05 16:01:45","1776","<p><strong>SUMMARY</strong></p>
<p>Responsible for creating and writing various types of user documentation, including how-to guides, references, manuals, cheat sheets, or instructions.</p>
<p><strong>PRIMARY RESPONSIBILITIES</strong></p>
<ul>
<li>Explain scientific and technical ideas in simple language and in the correct sequence.</li>
<li>Write technical direction on product announcements, marketing brochures, advertisements, marketing specifications.</li>
<li>Create user documentation for a variety of material, including how-to guides and instruction manuals.</li>
<li>Prepare charts, graphs, or forms to go along with rough drafts.</li>
<li>Write articles and reports on current trends in fields such as science and engineering.</li>
<li>Create table of contents and cite sources.</li>
<li>Adjust copy as necessary and proofread for grammar and spelling.</li>
<li>Follow a life cycle called document development life cycle.</li>
<li>Release the document following final approval.</li>
<li>Conduct online tutorials.</li>
<li>Provide updates and different editions as necessary.</li>
</ul>
<p>&nbsp;</p>
<p><strong>Job Requirements</strong></p>
<ul>
<li>1-3 years experience with technical writing and documentation project management.</li>
<li>Bachelor's degree in English, Journalism, or related field.</li>
<li>Basic skills in key authoring software preferred, including MS Word is a must</li>
<li>Basic skills in graphics software (Illustrator, in design, Photoshop, Visio) is an advantage</li>
<li>Understanding of HTML &amp; XML documentation tools, with some HTML &amp; XML documentation editor and document repository experience preferred.</li>
<li>Experience reading and understanding HTML &amp; XML schemas and code a plus.</li>
<li>Proficiency with both written and verbal communication, for both business and technical audiences.</li>
<li>Excellent command in English, Arabic and any other language is a plus.</li>
</ul>","NULL","Per Month","Egyptian Pound"
"7f9a110","alexandria","UI/UX Designer","Creative_Design","Select","Select","Information Technology Services","Select","Select","1500","8000","2","Experienced (Non-Manager)","1+","2014-01-05 17:01:45","1225","<strong>Requirements and responsibilities:</strong><br /><br />
<ul>
<li>Solid Experience in Graphic Programs (Photoshop, Illustrator, etc)</li>
<li>Creativity, innovation and commitment</li>
<li>Experience in xHTML, CSS, JavaScript.</li>
<li>Convert wire frames into eye catching design</li>
<li>Familiarity with Mac OS X and iPhone is a plus</li>
<li>Deliver best-in-class HTML5/CSS3/jQuery front-end code across a broad array of interactive web and mobile projects</li>
<li>Possess an advanced knowledge of web and mobile UX/UI</li>
<li>Develop and test across multiple browsers, platforms, and devices, including smartphones and tablets</li>
<li>Work with client services and the design team, and manage time across multiple projects and tasks in a deadline-driven, team environment</li>
<li>Participate in discussions with clients and team members about technical best practices and help teams identify optimal technical solutions</li>
</ul>
<br /><strong>Specifications :</strong><br /><br />
<ul>
<li>BSc degree (Fine Arts is preferred)</li>
<li>Excellent English and communication skills</li>
<li>Ability to work full-time in Alexandria</li>
<li>Minimum 1+ years in a front-end development position</li>
</ul>","NULL","Per Month","Egyptian Pound"
"f6af13c5","cairo","Web Developer","IT_Software Development","Select","Select","Medical Devices and Supplies","Business Services - Other","Select","3000","6000","3","Entry Level","0-3","2014-01-10 11:16:49","1896","<strong>Job summary</strong><br /><br />Maintaining and developing web sites.<br /><br /><strong>Responsibilities</strong><br /><br />Responsible for the web site's maintenance and performance<br /><br /><strong>Requirements<br /></strong>
<ul>
<li>Experience in PHP is a must</li>
<li>Can handle work under pressure</li>
<li>A team player&nbsp;</li>
<li>Multi tasker&nbsp;</li>
</ul>","NULL","Per Month","Egyptian Pound"
"77d749b9","cairo","Senior PHP Developer","IT_Software Development","Select","Select","Computer Software","Computer/IT Services","Select","3500","7500","5","Experienced (Non-Manager)","3-7","2014-01-05 19:01:23","1055","<p><span style=""text-decoration: underline;""><strong>Desired Experience<br /><br /></strong></span></p>
<ul>
<li>PHP Development Experience, Must be expert with <span style=""text-decoration: underline;""><strong>Minimum 3 Years</strong></span></li>
<li>HTML / CSS &amp; java Script / JQuery Knowledge Must be expert with <strong><span style=""text-decoration: underline;"">Minimum 3 Years</span></strong></li>
<li>Experience with <strong>node.js, Backbone.js, and MongoDB</strong> Must be at least good with Minimum 2 Years of experience</li>
<li>MySql optimization Expert Must be expert with <span style=""text-decoration: underline;""><strong>Minimum 3 Years</strong></span></li>
<li><strong>Caching and indexing</strong> Must be expert with Minimum 3 Years</li>
<li>Building APIs (Internal and External) Must be at least good with Minimum 3 Years of experience</li>
<li>Strong Knowledge of <strong>Symfony / Zend/ CakePHP</strong> Must be at least good with Minimum 2 Years of experience</li>
<li>Smarty(PHP template language) Must be at least good with Minimum 2 Years of experience</li>
<li>Performance tuning (code enhancement, sql optimization, caching system, configuration of application, etc)</li>
<li>Mobile sites Must be at least good with Minimum 2 Years of experience</li>
<li>Android / IOS is a plus.</li>
</ul>
<span style=""text-decoration: underline;""><strong>PLEASE READ FULL JOB DESCRIPTION BEFORE APPLYING!!</strong></span>","<p>1. Solid commercial knowledge of PHP, XHTML, CSS 2 &amp; 3,JavaScript, AJAX, JSON, JQuery.<br /><br />2. Cross browser development skillsExperience with MySql. <br /><br />3. Familiar with stored procedures, function and triggers.<br /><br />4. Experience in working with web based custom applications and portals<br /><br />5. Experience with SVN .<br /><br />6. A talent for communicating ideas, issues and solutions in a team environmentStrong communication skills, both written and verbal<br /><br />7. B. Sc. In Computer Science, Information Systems or IT related degree.<br /><br />8. Minimum of 3+ years of practical experience in PHP development for large-scale, web-based applications using Zend Framework, CakePHP, ...etc<br /><br />9. Solid grounding in the fundamentals of Object-Oriented Design and design patterns, with particular emphasis on MVC.<br /><br />10. Front-end skills with experience in HTML, CSS, JavaScript, jQuery, AJAX and XML.<br /><br />11. Extensive knowledge of SQL databases - MySql is preferred, Oracle is a plus.<br /><br />12. Good knowledge base of Linux and Windows operating systems and Networking.<br /><br />13. Good knowledge of SOA and Webservices .<br /><br />14. Develops complex program documentation using structure diagrams, behavior diagrams and interaction diagrams, system and program flowcharts and test plans.<br /><br />15. Experience with Test Driven Development (TDD), refactoring, continuous integration, Scrum methodology and Agile best practices.<br /><br />16. Java, Spring/MVC, JEE experience is a plus.<br /><br />17. Domain knowledge of ecommerce retail including search, payment processing and order processing.</p>","Per Month","Egyptian Pound"
"bc8b9a1c","cairo","Senior Quality Control Specialist","Quality Assurance_Quality Control","IT/Software Development","Select","Computer/IT Services","Information Technology Services","Select","4000","6500","2","Experienced (Non-Manager)","4+","2014-01-06 11:01:11","1941","<span style=""text-decoration: underline;""><strong>SeniorResponsibilities</strong></span>
<ul>
<li>Ensure the quality of major software releases and patch builds through manual and automated testing</li>
<li>Responsible of&nbsp;planning,&nbsp;creation, execution and maintenance of test cases</li>
<li>Learn products, processes, technology, and apply that knowledge in a productive manner to ensure quality testing of new software releases.</li>
<li>Participate in all phases of the software development process, from design through production</li>
<li>Assist in training other departments on new projects/bug fixes/enhancements</li>
<li>Operations issues &ndash; triage, research and maintain open issues relating to project, bug and enhancement releases</li>
<li>Handle other tasks as assigned by the direct supervisor</li>
</ul>
<p><span style=""text-decoration: underline;""><strong><br />Education &amp; Experience Requirements<br /></strong></span><br />-&nbsp;4 + years working in software testing<br />- ITI graduate is a plus<br />- knowledge of bug reporting and test case management tools is a plus<br />- Must be an excellent multi-tasker, self-motivated and a quick learner<br />- Must have demonstrated high attention to detail and organization in previous or current job<br />- Must be able to work independently as well as part of a team and have very good verbal and written communication skills<br />- Knowledge of databases, including knowledge of SQL, MySQL..etc<br />- Previous experience in software development is a plus<br />- Computer science OR Engineering graduate is a plus</p>","NULL","Per Month","Egyptian Pound"
"3a1fe8b2","cairo","Sales Engineer","Engineering","Sales/Retail/Business Development","Select","Food and Beverage Production","Select","Select","3000","4000","2","Entry Level","2-3","2014-01-06 12:01:56","1787","<p>Jod Description: <br /><br />Searching for new clients who might benefit from company services.</p>
<p>Persuading clients that our service best satisfies their needs in terms of quality, price and delivery.</p>
<p>Providing pre-sales technical assistance and after-sales support services.</p>
<p>Preparing reports for head office.</p>
<p>Meeting regular sales targets</p>
<p>Attending products training, conferences and marketing events.</p>
<p>Making technical presentations and demonstrating how our products and services meet client needs<br /><br />Qualification:<br /><br /><span style=""line-height: 115%; font-family: 'Book Antiqua','serif'; font-size: 12pt; mso-bidi-font-family: Arial;"">He must be excellecnt in English and computer skills.<br /><br />Self motiviated<br /><br /></span><span style=""line-height: 115%; font-family: 'Book Antiqua','serif'; font-size: 12pt; mso-bidi-font-family: Arial;"">Must possess strong presentation skills.<br /><br /></span><span style=""line-height: 115%; font-family: 'Book Antiqua','serif'; font-size: 12pt; mso-bidi-font-family: Arial;"">Be able to communicate professionally with clients and in written responses to emails and reports. </span></p>","NULL","Per Month","Egyptian Pound"
"f1433b17","cairo","International Account Advisor","Customer Service_Support","Select","Select","Human Resources","Select","Select","2400","3000","100","Entry Level","0-1","2014-01-06 13:01:47","2558","<strong>Job Description:</strong><br /><br />-Handle British Customer's inquires and complaints.<br />-Ensure customer delight and satisfaction.<br />-Log customer details on the CRM.<br />-Provide customer with accurate information and right solutions.<br />-Performs other duties as assigned by management<br /><br />
<p><strong>Requirements:</strong><br /><br />- Graduates and undergraduates who are interested in full time job<br />- Fluent English with Native accent<br />- Excellent communication &amp; problem solving Skills<br />- Flexible with shift basis 10 working hours and 3 days off rotational<br />- Egyptian Nationality<br />- Military Service status: Finished or Exempted<br /><br /></p>
<p><strong>Competitive Package:</strong><br /><br />- open mobile line.<br />- Meal Allowance<br />- Social and medical insurance<br />- Transportation is provided (Work Place 6th of October)<br />-Gym Access based on availability</p>
<p><strong>Work conditions:</strong><br /><br />- Work Place: 6th of October<br />- Work Hours: 10 working hours and 3 days off rotational (4 working days/week)<br />1st shift starts at 10 AM and the last shift ends at 12 PM</p>","NULL","Per Month","Egyptian Pound"
"ec460baf","cairo","Senior Web Developer","IT_Software Development","Creative/Design","Select","Telecommunications Services","Select","Select","3500","5000","2","Experienced (Non-Manager)","3+","2014-01-06 16:39:02","1684","<strong>Senior Web Developer Key Skills:<br /><br /></strong>
<p>&middot; Web design / development skills (JavaScript, JQuery, HTML, HTML5, and CSS3, Client-Side frameworks like KnockoutJs, Angular, and Backbone).</p>
<p>&middot; 3-5 years of professional web development experience using C#, .NET and VB.NET.</p>
<p>&middot; Strong ASP.NET MVC and Web Form experience.</p>
<p>&middot; Has a good understanding of RESTful architectures and Web Services (WCF, Web API).</p>
<p>&middot; Strong Object Oriented Analysis and Design Skills/background</p>
<p>&middot; Experience with Microsoft SQL Server (design and development).</p>
<p>&middot; Successfully driven multiple, concurrent website development projects and processes start to finish.</p>
<p>&middot; Expert understanding of web development, including requirements gathering, content and design development, development and production tools and technologies, tracking strategies, QA and deployment management.</p>
<p>&middot; Expert in producing and maintaining project and maintenance documentation, from functional specifications to content outlines, design studies, and similar.</p>
<p>&middot; Experience managing and implementing website content management systems and applications.<br /><br /></p>
<p><strong>Senior Web Developer Responsibilities:<br /><br /></strong></p>
<p>&middot; Manage and deliver multiple, concurrent website development projects through all phases: discovery and research, scope and functional requirements, content, testing, delivery and maintenance.</p>
<p>&middot; Develop and maintain standards and specifications for website technology, organization, navigation structure, content management, and interface design.</p>
<p>&middot; Manage and prioritize maintenance requests for all online properties.</p>
<p>&middot; Proactively develop recommendations of new concepts and emerging web practices.</p>
<p>&middot; Maintain records and documentation of site production and development processes and tools.</p>
<p>&middot; Maintain web server and site technical performance.<br /><br /></p>
<p><strong>Personal / Team skills<br /><br /></strong></p>
<p>Self-starter, highly motivated team player.Ability to think creatively and devise outside &shy;the &shy;box solutions to business problems.Great communication skills at technical and non&shy;technical level.Provide mentoring and technical leadership to junior members of the team.</p>
<p><em><strong>Job Location: Cairo (working between Egypt and Saudi Arabia but main on Egypt).</strong></em></p>
<br />
<p><em><strong>&nbsp;</strong></em></p>","NULL","Per Month","Egyptian Pound"
"271ad80a","cairo","Enterprise Technical Support Engineer","IT_Software Development","Customer Service/Support","Select","Human Resources","Select","Select","3000","3500","40","Experienced (Non-Manager)","1-3","2014-01-06 14:01:26","4866","<strong>Requirements:</strong><br /><br />-Bachelor Degree in Communication or Computer Engineering.<br />- Certified CCNA is a must.<br />- Certified CCIP or CCNP is preferred.<br />- Very good user for computer applications including Microsoft Office.<br />- From 1 to 2 years in customer service experience.<br />- Excellent Communication, Team Work, Time Management, Problem solving skills.<br /><br /><strong>Work conditions:</strong>
<p>-Work Place: Dokki<br />- Working Hours: 8 working hours rotational shift &amp; 2 days off rotational</p>","NULL","Per Month","Egyptian Pound"
"a18eaaa4","cairo","Telesales Agent","Customer Service_Support","Sales/Retail/Business Development","Select","Human Resources","Select","Select","1300","1600","100","Entry Level","1","2014-01-06 14:01:26","889","<strong>Job Description:</strong><br /><br />Receiving calls regarding internet services<br />Answering inquiries (pricing &ndash; speeds, etc&hellip;)<br /><br />
<p><strong>Requirements:</strong><br /><br />- Excellent command of English Language<br />- Graduate with a bachelor degree<br />- Maximum age 27 years<br />- Males only (Exempted from Military Service)</p>
<p>Competitive Package:<br />- Medical &amp; Social Insurance</p>
<p>Work conditions:</p>
<p>-Work Place: Mohandessin<br />- Working Hours: 8 working hours rotational shift &amp; 2 days off rotational</p>","NULL","Per Month","Egyptian Pound"
"6ad27901","6th of october","Electrical Engineer","Manufacturing_Production_Operations","Installation/Maintenance/Repair","Select","Manufacturing","Textiles","Select","3500","3500","2","Entry Level","5+","2014-01-06 14:01:11","892","<p>One of the Turkish leading hygienic nonwoven fabric companies has now looking for candidates for it&rsquo;s new plant in 6th of October</p>
<p><strong>&nbsp;</strong></p>
<p><strong>ELECTRICAL AND ELECTRONICS&nbsp;TECHNICIAN</strong></p>
<p><br /><strong>JOB REQUIREMENTS</strong></p>
<p>-- Graduated from technical high school,<br />- Maximum 30 years old,<br />- Experienced electrical at least 5 years at maintenance in plastic manufacturing industry,<br />- No military obligation for candidates,<br />- Good communication skills,<br />- Excellent problem solving and analytical skills.<br />- Living in 6th of October city</p>","NULL","Per Month","Egyptian Pound"
"9b84cbd4","6th of october","Electrician","Manufacturing_Production_Operations","Installation/Maintenance/Repair","Select","Manufacturing","Textiles","Select","2750","2750","2","Entry Level","0-2","2014-01-06 14:01:27","561","<p>One of the Turkish leading hygienic nonwoven fabric companies has now looking for candidates for it&rsquo;s new plant in 6th of October</p>
<p><strong>&nbsp;</strong></p>
<p><strong>ELECTRICIAN</strong></p>
<p><br /><strong>JOB REQUIREMENTS</strong></p>
<p>- Graduated from Technical high school,<br />- Fresh graduates, maximum 30 years old,<br />- Willing to get experiences as an electrician in manufacturing industry,<br />- No military obligation for candidates,<br />- Good communication skills,<br />- Excellent problem solving and analytical skills.<br />- Living in 6th of October city</p>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"50d81871","6th of october","Mechanical Technical Office Engineer","Manufacturing_Production_Operations","Installation/Maintenance/Repair","Select","Manufacturing","Textiles","Select","3500","3500","2","Entry Level","5+","2014-01-06 15:01:11","613","<p>One of the Turkish leading hygienic nonwoven fabric companies has now looking for candidates for it&rsquo;s new plant in 6th of October</p>
<p><strong>&nbsp;</strong></p>
<p><strong>MECHANICAL TECHNICIAN</strong></p>
<p><br /><strong>JOB REQUIREMENTS</strong></p>
<p><span>- Graduated from technical high school,</span><br /><span>- Maximum 30 years old,</span><br /><span>- Experienced in mechanical jobs at least 5 years at maintenance in plastic manufacturing industry,</span><br /><span>- No military obligation for candidates,</span><br /><span>- Good communication skills,</span><br /><span>- Excellent problem solving and analytical skills.</span><br /><span>- Living in 6th of October city</span></p>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"b2707737","6th of october","Mechanic","Installation_Maintenance_Repair","Select","Select","Manufacturing","Textiles","Select","2750","2750","3","Entry Level","0-2","2014-01-06 15:01:29","1369","<p>One of the Turkish leading hygienic nonwoven fabric companies has now looking for candidates for it&rsquo;s new plant in 6th of October</p>
<p><br /><strong>JOB REQUIREMENTS</strong></p>
<p>- Graduated from Technical high school,<br />- Fresh graduates, maximum 30 years old,<br />- Willing to get experiences as an mechanician in manufacturing industry,<br />- No military obligation for candidates,<br />- Good communication skills,<br />- Excellent problem solving and analytical skills.<br />- Living in 6th of October city</p>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"792ca492","cairo","Call Center Advisor VF- UK","Customer Service_Support","Select","Select","Human Resources","Select","Select","900","1200","100","Entry Level","0-1","2014-01-06 15:01:32","2235","<strong>Requirements:</strong><br /><br />- Very good in English<br />- Excellent communication &amp; problem solving Skills<br />- Males Only<br /><br />
<p><strong>Competitive Package:</strong><br /><br />- VPN (Limited mobile line)<br />- Social and medical insurance<br />Work Conditions:<br />- Work Place: El Korba<br />- Working Hours: 9 working hours and 2 days off</p>","NULL","Per Month","Egyptian Pound"
"ffb8d63c","cairo","German Call Center Agent","Customer Service_Support","Select","Select","Human Resources","Select","Select","3400","4000","80","Entry Level","1-2","2014-01-06 15:01:03","909","<strong>Job Beschreibung:</strong><br /><br />- Griff deutschen Kunden Anfragen und Beschwerden.<br />- Kunden begeistern und Zufriedenheit.<br />- Bereitstellung von Kunden mit den richtigen Informationen und richtigen L&ouml;sungen.<br />- F&uuml;hren Sie weitere Aufgaben als vom Management zugeordnet
<p><strong>Anforderungen:</strong><br /><br />- Absolventen und Absolventen<br />- Flie&szlig;end Deutsch<br />- &Auml;gyptische und Ausl&auml;nder k&ouml;nnen sich bewerben<br /><br /></p>
<p><strong>Wir bieten dir :</strong><br /><br />- VPN (limitierte Handy Linie)<br />- Mahlzeit Allowance<br />- Sozial-und Krankenversicherung<br />- Transportm&ouml;glichkeit (Arbeitsplatz 6. Oktober oder Maadi)<br />- Gym Zugang je nach Verf&uuml;gbarkeit<br /><br /></p>
<p><strong>Werk Details:</strong><br /><br />- Work Place: 6. Oktober<br />- Work Hours: 9 und die H&auml;lfte der Arbeitszeit und 2 Tage Dreh<br />Schicht beginnt um 8:00 AM und die letzte Schicht endet um 12:00 PM</p>","NULL","Per Month","Egyptian Pound"
"34e40599","cairo","ADSL Technical Support Agents","IT_Software Development","Customer Service/Support","Select","Human Resources","Select","Select","1700","2000","80","Entry Level","0-1","2014-01-06 15:01:20","1708","<strong>Job Description:</strong><br /><br />- Handle Customer's Inquiries in any technical problems<br />- Provide the customers with fast solutions and exceed their expectations<br /><br />
<p><strong>Requirements:</strong><br /><br />- Very Good command of English Language<br />- Graduate with a bachelor degree<br />- max. Age 27 years<br />- Technical and troubleshooting background in networking<br />- Preferred CCNA Holder<br />- Males Only<br /><br /></p>
<p><strong>Competitive Package:<br /></strong><br />- Medical &amp; social insurance</p>
<p>Work conditions:</p>
<p>-Work Place: El Mohandessin<br />- Working Hours: 8 working hours rotational shift &amp; 2 days off rotational</p>","NULL","Per Month","Egyptian Pound"
"29e13521","cairo","Real Estate Sales Agent","Sales_Retail_Business Development","Marketing","Select","Real Estate/Property Management","Select","Select","1000","1500","4","Entry Level","1-3","2014-01-06 16:01:13","1179","<ul>
<li>Able to deal professionally with clients</li>
<li>Respond and follow &ndash; up with sales inquiries</li>
<li>Meeting clients in outdoor project location visits</li>
<li>Target Oriented</li>
<li>Responsible for all sales activities</li>
<li>Good communication Skills</li>
<li>Good presentation skills</li>
<li>Good command of written and spoken English</li>
<li>Good Internet and Computer Skills (Word, Excel, Powerpoint)</li>
</ul>
<p><strong>Existing of a private car is highly preferable.</strong></p>","NULL","Per Month","Egyptian Pound"
"e2bde684","cairo","Architect","Engineering","Select","Select","Architectural and Design Services","Select","Select","2500","3500","3","Entry Level","5+","2014-01-12 16:02:09","3475","An Architect is urgently needed.<br /><br />","","Per Month","Egyptian Pound"
"af75478f","cairo","Sales & Marketing Specialist","Sales_Retail_Business Development","Marketing","Select","Food and Beverage Production","Import and Export","Select","1000","1750","2","Experienced (Non-Manager)","1-5","2014-01-06 16:01:50","1656","<strong>General Summary:</strong> <br /><br />Achieves maximum sales profitability, growth and account penetration within an assigned<br />territory and/or market segment by effectively selling the company&rsquo;s products and/or related services.<br />Personally contacts and secures new business accounts/customers.<br /><br /><strong>CORE FUNCTIONS:</strong><br /><br />&bull; Promotes/sells/secures orders from existing and prospective customers through a relationship-based<br />approach.<br />&bull; Demonstrates products and services to existing/potential customers and assists them in selecting those best<br />suited to their needs.","NULL","Per Month","Egyptian Pound"
"5e23f55a","cairo","Sales Coordinator","Customer Service_Support","Sales/Retail/Business Development","Administration","Food and Beverage Production","Import and Export","Select","1500","2000","1","Experienced (Non-Manager)","2-5","2014-01-06 16:01:26","1129","<strong>BRIEF OUTLINE</strong>:<br /><br />
<ul>
<li>The post-holder will be responsible for meeting a monthly and annual sales target by responding</li>
<li>to all in-coming enquiries to the Conference and Banqueting department, writing proposals,</li>
<li>meeting clients, converting bookings and co-ordinating all details relating to the event.</li>
<li>On occasion the post-holder will be required to duty manage the events.</li>
<li>Reports will need to be prepared, including financial reports.</li>
<li>Some pro-active sales activity will need to be conducted.</li>
</ul>","NULL","Per Month","Egyptian Pound"
"957f26ff","cairo","Projects Director","Engineering","Select","Select","Construction - Industrial Facilities and Infrastructure","Select","Select","10000","15000","1","Manager","15","2014-01-06 18:01:46","1547","<ul>
<li>Manages the strategic aspects of large projects and mitigates any risk<br />. &bull;Direct to lead area manger/ senior managers and managers working on client engagements within different regions/projects to ensure effectiveness.<br /> &bull;Manage resource and reviews high-level deliverables across division to ensure best utilization of company resources efficiently.<br /> &bull;Ensures engagement of quality assurance procedures in all aspect of projects/division engagements in order to achieve excellence<br /> &bull;Provides leadership to division/projects within a geographic area that motivate and inspire org. culture. <br />&bull;Develops, implements, and maintains sound business practices would achieve deliverables /objectives and business goals.<br /> &bull;Develops and implements strategic objectives for projects/division that are aligned with the Organization strategic initiatives. <br />&bull;Grows long-term relationships with clients and capitalizes on equity and partnership opportunities<br /> &bull;Understands the implications of different technical choices and is able to guide clients to the best solution for their situation.</li>
</ul>
<p><strong>Qualifications:</strong><br /><br /><br />&bull;Financial Management <br />&bull;Develops and meets revenue and other financial goals for practice. <br />&bull;Accurately forecasts revenue, profitability, margins, bill rates and utilization across practice. <br />&bull;Manage division/projects assigned budget, ensure to meet plans/deliverables and report in any deviation timely to superior. Internal Operations <br />&bull;Reviews status reports of Area Managers and Senior Managers and addresses issues as appropriate. &bull;Lends expertise to internal teams and task forces. <br />&bull;Enforces standard policies and procedures.</p>","NULL","Per Month","Egyptian Pound"
